Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month ,Units YTD, Values YTD ,Units MAT, Values MAT 
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,1,1113," $9,079 ",1113," $9,079 ",1113," $9,079 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,2,784," $6,440 ",1897," $15,519 ",1897," $15,519 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,3,1043," $8,498 ",2940," $24,017 ",2940," $24,017 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,4,518," $4,284 ",3458," $28,301 ",3458," $28,301 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,5,1218," $10,003 ",4676," $38,304 ",4676," $38,304 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,6,1029," $8,442 ",5705," $46,746 ",5705," $46,746 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,7,1491," $12,278 ",7196," $59,024 ",7196," $59,024 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,8,672," $5,579 ",7868," $64,603 ",7868," $64,603 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,9,910," $7,518 ",8778," $72,121 ",8778," $72,121 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,10,1358," $11,137 ",10136," $83,258 ",10136," $83,258 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,11,602," $4,970 ",10738," $88,228 ",10738," $88,228 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2018,12,1197," $9,793 ",11935," $98,021 ",11935," $98,021 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,1,1064," $8,722 ",1064," $8,722 ",11886," $97,664 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,2,945," $7,882 ",2009," $16,604 ",12047," $99,106 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,3,1218," $10,192 ",3227," $26,796 ",12222," $100,800 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,4,462," $3,822 ",3689," $30,618 ",12166," $100,338 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,5,1659," $13,860 ",5348," $44,478 ",12607," $104,195 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,6,980," $8,260 ",6328," $52,738 ",12558," $104,013 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,7,1057," $8,855 ",7385," $61,593 ",12124," $100,590 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,8,1183," $9,954 ",8568," $71,547 ",12635," $104,965 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,9,1169," $9,779 ",9737," $81,326 ",12894," $107,226 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,10,1456," $12,229 ",11193," $93,555 ",12992," $108,318 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,11,1351," $11,270 ",12544," $104,825 ",13741," $114,618 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2019,12,1575," $13,139 ",14119," $117,964 ",14119," $117,964 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,1,1645," $13,741 ",1645," $13,741 ",14700," $122,983 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,2,1358," $11,375 ",3003," $25,116 ",15113," $126,476 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,3,1680," $14,098 ",4683," $39,214 ",15575," $130,382 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,4,1456," $12,215 ",6139," $51,429 ",16569," $138,775 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,5,994," $8,302 ",7133," $59,731 ",15904," $133,217 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,6,1470," $12,313 ",8603," $72,044 ",16394," $137,270 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,7,1358," $11,368 ",9961," $83,412 ",16695," $139,783 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,8,1197," $10,024 ",11158," $93,436 ",16709," $139,853 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,9,1043," $8,750 ",12201," $102,186 ",16583," $138,824 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,10,1610," $13,517 ",13811," $115,703 ",16737," $140,112 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,11,1057," $8,771 ",14868," $124,474 ",16443," $137,613 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2020,12,1589," $13,258 ",16457," $137,732 ",16457," $137,732 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,1,1526," $12,810 ",1526," $12,810 ",16338," $136,801 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,2,1589," $13,258 ",3115," $26,068 ",16569," $138,684 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,3,1169," $9,793 ",4284," $35,861 ",16058," $134,379 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,4,1540," $12,901 ",5824," $48,762 ",16142," $135,065 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,5,1407," $11,767 ",7231," $60,529 ",16555," $138,530 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,6,1715," $14,336 ",8946," $74,865 ",16800," $140,553 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,7,1778," $14,833 ",10724," $89,698 ",17220," $144,018 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,8,1358," $11,375 ",12082," $101,073 ",17381," $145,369 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,9,1477," $12,397 ",13559," $113,470 ",17815," $149,016 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,10,2226," $18,655 ",15785," $132,125 ",18431," $154,154 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,11,1407," $11,837 ",17192," $143,962 ",18781," $157,220 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2021,12,2107," $17,661 ",19299," $161,623 ",19299," $161,623 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,1,1624," $13,706 ",1624," $13,706 ",19397," $162,519 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,2,1246," $10,857 ",2870," $24,563 ",19054," $160,118 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,3,1918," $16,751 ",4788," $41,314 ",19803," $167,076 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,4,1750," $15,330 ",6538," $56,644 ",20013," $169,505 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,5,1666," $14,574 ",8204," $71,218 ",20272," $172,312 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,6,1561," $13,671 ",9765," $84,889 ",20118," $171,647 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,7,1386," $12,145 ",11151," $97,034 ",19726," $168,959 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,8,2261," $19,747 ",13412," $116,781 ",20629," $177,331 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,9,1904," $16,989 ",15316," $133,770 ",21056," $181,923 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,10,2296," $20,685 ",17612," $154,455 ",21126," $183,953 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,11,4130," $37,093 ",21742," $191,548 ",23849," $209,209 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2022,12,2282," $20,573 ",24024," $212,121 ",24024," $212,121 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2023,1,2205," $19,831 ",2205," $19,831 ",24605," $218,246 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2023,2,1848," $16,611 ",4053," $36,442 ",25207," $224,000 "
Shampoo,Color-safe,Sustaina,Oceanic,North,2023,3,2877," $25,844 ",6930," $62,286 ",26166," $233,093 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,1,784," $6,454 ",784," $6,454 ",784," $6,454 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,2,854," $7,035 ",1638," $13,489 ",1638," $13,489 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,3,651," $5,348 ",2289," $18,837 ",2289," $18,837 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,4,665," $5,432 ",2954," $24,269 ",2954," $24,269 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,5,1148," $9,436 ",4102," $33,705 ",4102," $33,705 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,6,441," $3,612 ",4543," $37,317 ",4543," $37,317 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,7,595," $4,865 ",5138," $42,182 ",5138," $42,182 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,8,1246," $10,227 ",6384," $52,409 ",6384," $52,409 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,9,840," $6,902 ",7224," $59,311 ",7224," $59,311 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,10,224," $1,862 ",7448," $61,173 ",7448," $61,173 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,11,756," $6,202 ",8204," $67,375 ",8204," $67,375 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2018,12,826," $6,783 ",9030," $74,158 ",9030," $74,158 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,1,238," $1,953 ",238," $1,953 ",8484," $69,657 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,2,637," $5,348 ",875," $7,301 ",8267," $67,970 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,3,546," $4,522 ",1421," $11,823 ",8162," $67,144 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,4,637," $5,348 ",2058," $17,171 ",8134," $67,060 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,5,994," $8,372 ",3052," $25,543 ",7980," $65,996 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,6,462," $3,892 ",3514," $29,435 ",8001," $66,276 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,7,735," $6,097 ",4249," $35,532 ",8141," $67,508 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,8,819," $6,832 ",5068," $42,364 ",7714," $64,113 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,9,329," $2,772 ",5397," $45,136 ",7203," $59,983 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,10,756," $6,384 ",6153," $51,520 ",7735," $64,505 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,11,357," $2,933 ",6510," $54,453 ",7336," $61,236 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2019,12,308," $2,555 ",6818," $57,008 ",6818," $57,008 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,1,875," $7,315 ",875," $7,315 ",7455," $62,370 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,2,322," $2,639 ",1197," $9,954 ",7140," $59,661 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,3,462," $3,857 ",1659," $13,811 ",7056," $58,996 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,4,35, $322 ,1694," $14,133 ",6454," $53,970 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,5,406," $3,325 ",2100," $17,458 ",5866," $48,923 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,6,392," $3,269 ",2492," $20,727 ",5796," $48,300 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,7,413," $3,507 ",2905," $24,234 ",5474," $45,710 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,8,210," $1,820 ",3115," $26,054 ",4865," $40,698 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,9,476," $3,990 ",3591," $30,044 ",5012," $41,916 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,10,287," $2,380 ",3878," $32,424 ",4543," $37,912 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,11,413," $3,458 ",4291," $35,882 ",4599," $38,437 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2020,12,511," $4,249 ",4802," $40,131 ",4802," $40,131 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,1,175," $1,470 ",175," $1,470 ",4102," $34,286 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,2,322," $2,674 ",497," $4,144 ",4102," $34,321 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,3,287," $2,359 ",784," $6,503 ",3927," $32,823 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,4,462," $3,892 ",1246," $10,395 ",4354," $36,393 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,5,427," $3,598 ",1673," $13,993 ",4375," $36,666 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,6,546," $4,571 ",2219," $18,564 ",4529," $37,968 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,7,238," $1,967 ",2457," $20,531 ",4354," $36,428 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,8,413," $3,472 ",2870," $24,003 ",4557," $38,080 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,9,546," $4,592 ",3416," $28,595 ",4627," $38,682 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,10,630," $5,257 ",4046," $33,852 ",4970," $41,559 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,11,567," $4,760 ",4613," $38,612 ",5124," $42,861 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2021,12,343," $2,877 ",4956," $41,489 ",4956," $41,489 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,1,651," $5,495 ",651," $5,495 ",5432," $45,514 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,2,224," $1,967 ",875," $7,462 ",5334," $44,807 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,3,343," $2,996 ",1218," $10,458 ",5390," $45,444 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,4,378," $3,353 ",1596," $13,811 ",5306," $44,905 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,5,595," $5,222 ",2191," $19,033 ",5474," $46,529 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,6,448," $3,941 ",2639," $22,974 ",5376," $45,899 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,7,329," $2,898 ",2968," $25,872 ",5467," $46,830 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,8,448," $3,920 ",3416," $29,792 ",5502," $47,278 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,9,553," $4,935 ",3969," $34,727 ",5509," $47,621 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,10,413," $3,703 ",4382," $38,430 ",5292," $46,067 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,11,322," $2,912 ",4704," $41,342 ",5047," $44,219 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2022,12,329," $2,933 ",5033," $44,275 ",5033," $44,275 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2023,1,448," $4,060 ",448," $4,060 ",4830," $42,840 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2023,2,462," $4,200 ",910," $8,260 ",5068," $45,073 "
Shampoo,Color-safe,Sustaina,Oceanic,South,2023,3,322," $2,898 ",1232," $11,158 ",5047," $44,975 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,1,18144," $82,999 ",18144," $82,999 ",18144," $82,999 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,2,12754," $58,331 ",30898," $141,330 ",30898," $141,330 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,3,17549," $80,213 ",48447," $221,543 ",48447," $221,543 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,4,12817," $58,681 ",61264," $280,224 ",61264," $280,224 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,5,15729," $72,219 ",76993," $352,443 ",76993," $352,443 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,6,15456," $71,260 ",92449," $423,703 ",92449," $423,703 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,7,15078," $69,916 ",107527," $493,619 ",107527," $493,619 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,8,13867," $65,282 ",121394," $558,901 ",121394," $558,901 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,9,14777," $69,300 ",136171," $628,201 ",136171," $628,201 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,10,14147," $66,332 ",150318," $694,533 ",150318," $694,533 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,11,13356," $64,813 ",163674," $759,346 ",163674," $759,346 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2018,12,13909," $67,242 ",177583," $826,588 ",177583," $826,588 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,1,15897," $79,478 ",15897," $79,478 ",175336," $823,067 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,2,14301," $72,807 ",30198," $152,285 ",176883," $837,543 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,3,15533," $81,529 ",45731," $233,814 ",174867," $838,859 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,4,14021," $72,415 ",59752," $306,229 ",176071," $852,593 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,5,15365," $79,849 ",75117," $386,078 ",175707," $860,223 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,6,15274," $80,101 ",90391," $466,179 ",175525," $869,064 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,7,12859," $67,060 ",103250," $533,239 ",173306," $866,208 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,8,14959," $77,784 ",118209," $611,023 ",174398," $878,710 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,9,11662," $60,102 ",129871," $671,125 ",171283," $869,512 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,10,14224," $74,872 ",144095," $745,997 ",171360," $878,052 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,11,12999," $68,600 ",157094," $814,597 ",171003," $881,839 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2019,12,13930," $72,772 ",171024," $887,369 ",171024," $887,369 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,1,14973," $77,840 ",14973," $77,840 ",170100," $885,731 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,2,12355," $64,610 ",27328," $142,450 ",168154," $877,534 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,3,17899," $92,260 ",45227," $234,710 ",170520," $888,265 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,4,18193," $95,578 ",63420," $330,288 ",174692," $911,428 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,5,11935," $60,515 ",75355," $390,803 ",171262," $892,094 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,6,17052," $87,059 ",92407," $477,862 ",173040," $899,052 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,7,16555," $84,112 ",108962," $561,974 ",176736," $916,104 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,8,11942," $61,222 ",120904," $623,196 ",173719," $899,542 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,9,13405," $68,362 ",134309," $691,558 ",175462," $907,802 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,10,17381," $89,810 ",151690," $781,368 ",178619," $922,740 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,11,13797," $71,736 ",165487," $853,104 ",179417," $925,876 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2020,12,17304," $90,174 ",182791," $943,278 ",182791," $943,278 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,1,16142," $86,233 ",16142," $86,233 ",183960," $951,671 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,2,14868," $78,715 ",31010," $164,948 ",186473," $965,776 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,3,17493," $92,680 ",48503," $257,628 ",186067," $966,196 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,4,15001," $79,835 ",63504," $337,463 ",182875," $950,453 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,5,14196," $75,572 ",77700," $413,035 ",185136," $965,510 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,6,15323," $81,032 ",93023," $494,067 ",183407," $959,483 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,7,15120," $80,402 ",108143," $574,469 ",181972," $955,773 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,8,14476," $76,671 ",122619," $651,140 ",184506," $971,222 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,9,14203," $76,293 ",136822," $727,433 ",185304," $979,153 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,10,14742," $79,576 ",151564," $807,009 ",182665," $968,919 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,11,12621," $68,341 ",164185," $875,350 ",181489," $965,524 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2021,12,13867," $76,237 ",178052," $951,587 ",178052," $951,587 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,1,13888," $77,966 ",13888," $77,966 ",175798," $943,320 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,2,14028," $79,954 ",27916," $157,920 ",174958," $944,559 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,3,52584," $297,759 ",80500," $455,679 ",210049," $1,149,638 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,4,12516," $72,065 ",93016," $527,744 ",207564," $1,141,868 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,5,12684," $72,534 ",105700," $600,278 ",206052," $1,138,830 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,6,32305," $183,246 ",138005," $783,524 ",223034," $1,241,044 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,7,14196," $82,957 ",152201," $866,481 ",222110," $1,243,599 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,8,12614," $71,603 ",164815," $938,084 ",220248," $1,238,531 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,9,12516," $72,233 ",177331," $1,010,317 ",218561," $1,234,471 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,10,32676," $194,775 ",210007," $1,205,092 ",236495," $1,349,670 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,11,13342," $79,394 ",223349," $1,284,486 ",237216," $1,360,723 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2022,12,15274," $90,349 ",238623," $1,374,835 ",238623," $1,374,835 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2023,1,13069," $78,134 ",13069," $78,134 ",237804," $1,375,003 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2023,2,13272," $77,938 ",26341," $156,072 ",237048," $1,372,987 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,Center,2023,3,13223," $77,378 ",39564," $233,450 ",197687," $1,152,606 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,1,20664," $94,605 ",20664," $94,605 ",20664," $94,605 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,2,18774," $85,729 ",39438," $180,334 ",39438," $180,334 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,3,19012," $86,863 ",58450," $267,197 ",58450," $267,197 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,4,17311," $78,946 ",75761," $346,143 ",75761," $346,143 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,5,18816," $86,086 ",94577," $432,229 ",94577," $432,229 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,6,20062," $93,345 ",114639," $525,574 ",114639," $525,574 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,7,18627," $88,459 ",133266," $614,033 ",133266," $614,033 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,8,19110," $92,043 ",152376," $706,076 ",152376," $706,076 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,9,17227," $81,515 ",169603," $787,591 ",169603," $787,591 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,10,18697," $91,084 ",188300," $878,675 ",188300," $878,675 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,11,16940," $81,697 ",205240," $960,372 ",205240," $960,372 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2018,12,18718," $91,525 ",223958," $1,051,897 ",223958," $1,051,897 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,1,18340," $93,751 ",18340," $93,751 ",221634," $1,051,043 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,2,15561," $78,323 ",33901," $172,074 ",218421," $1,043,637 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,3,15666," $82,145 ",49567," $254,219 ",215075," $1,038,919 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,4,15197," $77,238 ",64764," $331,457 ",212961," $1,037,211 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,5,17024," $87,808 ",81788," $419,265 ",211169," $1,038,933 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,6,17843," $91,574 ",99631," $510,839 ",208950," $1,037,162 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,7,16814," $84,014 ",116445," $594,853 ",207137," $1,032,717 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,8,14973," $76,034 ",131418," $670,887 ",203000," $1,016,708 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,9,16387," $82,005 ",147805," $752,892 ",202160," $1,017,198 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,10,16989," $85,232 ",164794," $838,124 ",200452," $1,011,346 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,11,16464," $82,299 ",181258," $920,423 ",199976," $1,011,948 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2019,12,18389," $92,778 ",199647," $1,013,201 ",199647," $1,013,201 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2020,1,17696," $88,942 ",17696," $88,942 ",199003," $1,008,392 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2020,2,16709," $84,581 ",34405," $173,523 ",200151," $1,014,650 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2020,3,22260," $111,160 ",56665," $284,683 ",206745," $1,043,665 "
Shampoo,Moisturizing,FreshCo Industries,Orchid Oasis,North,2020,4,19131," $98,651 ",75796," $383,334 ",210679," $1,065,078 "
